NDB_ナンバー,食品名,水_(g),Energ_Kcal,タンパク質_(g),Lipid_Tot_(g),Ash_(g),炭水化物_(g),ファイバー_TD_(g),Sugar_Tot_(g)
23316,"BEEF,AUS,IMP,GRSS-FD,RBEYE STK/RST LIP-ON,BNLESS,LN&FAT,RAW",64.6,217,19.8,15.21,0.88,0.11,0,0
23317,牛肉、AUS、IMP、GRSS-FED、BTTM RND STK/RST、BNLESS、LN&FAT、RAW,72.33,140,21.13,6.16,1.04,0.01,0,0
23318,"BEEF,AUS,IMP,GRSS-FD,TP RNDCAP-OFF STK/RST,BNLESS,LN&FAT,RAW",72.52,129,22.24,4.4,1.09,0,0,0
23319,牛肉、AUS、IMP、WGU、TP LN STK/RST、BNLES、LN & FAT、MRB SCR4/5、RAW,57.21,289,17.67,24.2,0.8,0.17,0,0
23320,ビーフ、AUS、IMP、WGU、TP LN STK/RST、LN & FAT、マーブル SCORE9、RAW,47.68,392,14.58,36.98,0.61,0.22,0,0
23321,牛肉、AUS、IMP、WGU、SMLEDRIB STK/RST、BNLES、LN&FAT、MRBSCR4/5、RAW,54.63,317,17.07,27.64,0.78,0,0,0
23322,牛肉、AUS、IMP、WGU、SMLEDRIB STK/RST、BNLESS、LN&FAT、MRB SCR9、RAW,46.27,405,14.54,38.3,0.61,0.42,0,0
23323,牛肉、AU、IMP、WGU、TNLN、STK/RST、BNLESS、LN & FAT、MRB SCR 9、RAW,60.9,248,18.5,19.11,0.91,0.58,0,0
23324,"ビーフ、RND、トップ RND ステーキ、BNLESS、LN & FAT、0"" FAT、ALL GRDS、生",72.64,124,23.49,3.34,1.12,0,0,0
23325,"ビーフ、RND、トップ RND ステーキ、BNLESS、LN & FAT、0"" FAT、チョイック、生",72.35,127,23.49,3.66,1.12,0,0,0
23326,"ビーフ、RND、トップ RND ステーキ、BNLESS、LN & FAT、0"" FAT、SEL、RAW",73.08,120,23.49,2.85,1.12,0,0,0
23327,"ビーフ、RND、トップ RND RST、BNLESS、LN & FAT、0"" FAT、すべての GRDS、RAW",72.51,125,23.45,3.5,1.11,0,0,0
23328,"ビーフ、RND、トップ RND RST、BNLESS、LN & FAT、0"" FAT、CHOIC、RAW",72.24,128,23.46,3.81,1.12,0,0,0
23329,"ビーフ、RND、トップ RND RST、BNLESS、LN & FAT、0"" FAT、SEL、RAW",72.93,121,23.44,3.04,1.11,0,0,0
23330,"ビーフ、RND、RND の目 RST、BNLESS、LN & FAT、0"" FAT、すべての GRDS、RAW",73.09,124,23.27,3.44,1.09,0,0,0
23331,"ビーフ、RND、RNDの目 RST、BNLESS、LN & FAT、0"" FAT、CHOIC、RAW",72.88,127,23.26,3.74,1.1,0,0,0
23332,"ビーフ、RND、RNDの目 RST、BNLESS、LN & FAT、0"" FAT、SEL、RAW",73.4,120,23.28,3,1.08,0,0,0
23333,"ビーフ、RND、RND ステーキの目、BNLESS、LN & FT、0"" FAT、すべての GRDS、生",73.07,124,23.26,3.48,1.09,0,0,0
23334,"ビーフ、RND、RND ステーキの目、BNLESS LN & FAT、0"" FAT、チョイック、生",72.81,127,23.24,3.83,1.1,0,0,0
23335,"ビーフ、RND、RND ステーキの目、BNLESS、LN & FAT、0"" FAT、SEL、RAW",73.46,120,23.3,2.95,1.08,0,0,0
23336,"ビーフ、ロース、テンダーロイン RST、BNLESS、LN & FAT、0"" FAT、全 GRDS、生",71.5,149,21.67,6.93,1.09,0,0,0
23337,"ビーフ、ロース、テンダーロイン RST、BNLESS、LN & FAT、0"" FAT、チョイック、生",71.05,153,21.5,7.4,1.1,0,0,0
23338,"ビーフ、ロース、テンダーロイン RST、BNLESS、LN & FAT、0"" FAT、SEL、RAW",72.17,144,21.91,6.21,1.09,0,0,0
23339,"ビーフ、ロース、トップ ロース STK、BNLS、LIP OFF、LN & FAT、0"" FT、ALLGRD、RW",68.75,163,22.43,8.17,1,0,0,0
23340,ビーフ、ロース、トップ ロース STK、BNLS、LIP OFF、LN & FAT、0 インチ フィート、チョイック、生,67.82,171,22.19,9.16,0.98,0,0,0
23341,"ビーフ、ロース、トップ ロース ステーキ、BNLS、LIP OFF、LN & FAT、0"" FAT、SEL、RW",70.15,151,22.79,6.67,1.02,0,0,0
23342,"ビーフ、ロース、テンダーロイン ステーキ、BNLESS、L & F、0"" FAT、すべての GRDS、生",71.7,147,21.72,6.67,1.1,0,0,0
23343,"ビーフ、ロース、テンダーロイン ステーキ、BNLESS、LN & FAT、0"" FAT、チョイック、生",71.3,150,21.57,7.1,1.1,0,0,0
23344,"ビーフ、ロース、テンダーロイン ステーキ、BNLESS、LN & FAT、0"" FAT、SEL、RAW",72.31,142,21.95,6.02,1.09,0,0,0
23345,"牛肉、ロース肉、TNDRLN RST、BNLESS、L & F、0"" FAT、すべての GRDS、CKD、RSTD",64.35,183,27.31,8.14,1.24,0,0,0
23346,"ビーフ、ロース、テンダーロイン RST、BNLESS、L & F、0"" FAT、CHOIC、CKD、RSTD",63.7,188,27.26,8.82,1.24,0,0,0
23347,"ビーフ、ロース、テンダーロイン RST、BNLESS、LN & FAT、0"" FAT、SEL、CKD、RSTD",65.33,174,27.38,7.12,1.24,0,0,0
23348,"ビーフ、RND、トップ RND RST、BNLS、LN&FAT、0"" FAT、ALLGRD、CKD、RSTD",64.56,160,29.9,4.49,1.24,0,0,0
23349,"ビーフ、RND、トップ RND RST、BNLESS、LN & FAT、0"" FAT、CHOIC、CKD、RSTD",63.99,163,30.08,4.79,1.21,0,0,0
23350,"ビーフ、RND、トップ RND RST、BNLESS、LN & FAT、0"" FAT、SEL、CKD、RSTD",65.14,157,30.97,3.72,1.27,0,0,0
23351,"ビーフ、RND、RND STKの目、BNLESS、L & F、0"" F、A GRDS、CKD、グリル",65.06,159,29.66,4.47,1.22,0,0,0
23352,"ビーフ、RND、赤身のステーキ、BNLESS、L & F、0"" FT、CHOIC、CK、GRLLED",64.5,163,29.79,4.83,1.21,0,0,0
23353,"ビーフ、RND、RND ステーキの目、BNLS、LN & FAT、0"" FAT、SEL、CKD、GRLD",65.92,154,29.47,3.98,1.22,0,0,0
23354,"ビーフ、RND、トップ RND ステーキ、BNLESS、LN、0"" FAT、すべての GRDS、生",72.96,121,23.59,2.94,1.12,0,0,0
23355,"ビーフ、RND、トップ RND ステーキ、BNLESS、LN、0"" FAT、チョイック、生",72.66,124,23.59,3.26,1.12,0,0,0
23356,"ビーフ、RND、トップ RND ステーキ、BNLESS、LN、0"" FAT、SEL、生",73.4,116,23.59,2.45,1.12,0,0,0
23357,"ビーフ、RND、トップ RND RST、BNLESS、LN、0"" FAT、すべての GRDS、RAW",72.96,121,23.59,2.94,1.12,0,0,0
23358,"ビーフ、RND、トップ RND RST、BNLESS、LN、0"" FAT、CHOIC、RAW",72.66,124,23.59,3.26,1.12,0,0,0
23359,"ビーフ、RND、トップ RND RST、BNLESS、LN、0"" FAT、SEL、RAW",73.4,116,23.59,2.45,1.12,0,0,0
23360,"ビーフ、RND、RND の目 RST、BNLESS、LN、0"" FAT、すべての GRDS、RAW",73.43,121,23.37,3.04,1.1,0,0,0
23361,"ビーフ、RND、RNDの目 RST、BNLESS、LN、0"" FAT、CHOIC、RAW",73.18,124,23.35,3.38,1.1,0,0,0
23362,"ビーフ、RND、RNDの目 RST、BNLESS、LN、0"" FAT、SEL、RAW",73.81,116,23.41,2.52,1.09,0,0,0
23363,"ビーフ、RND、RND ステーキの目、BNLESS、LN、0"" FAT、すべての GRDS、生",73.43,121,23.37,3.04,1.1,0,0,0
23364,"ビーフ、RND、RND ステーキの目、BNLESS、LN、0"" FAT、チョイック、生",73.18,124,23.35,3.38,1.1,0,0,0
23365,"ビーフ、RND、RNDステーキの目、BNLESS、LN、0"" FAT、SEL、RAW",73.81,116,23.41,2.52,1.09,0,0,0
23366,"ビーフ、ロース、テンダーロイン RST、BNLESS、LN、0"" FAT、全 GRDS、生",72.44,139,21.94,5.74,1.11,0,0,0
23367,"ビーフ、ロース、テンダーロイン RST、BNLESS、LN、0"" FAT、チョイック、生",72.04,143,21.78,6.16,1.11,0,0,0
23368,"牛肉、ロース、テンダーロイン RST、BNLESS、LN、0"" FAT、SEL、生",73.04,135,22.16,5.1,1.1,0,0,0
23369,"ビーフ、ロース、トップ ロース STK、BNLS、LIP OFF、LN、0"" FAT、全 GRDS、生",70.63,143,23.07,5.67,1.02,0,0,0
23370,"牛肉、ロース、上ロースステーキ、BNLESS、LIP OFF、LN、0"" FAT、チョイック、生",69.94,149,22.93,6.34,1.01,0,0,0
23371,"牛肉、ロース、上ロースステーキ、BNLESS、LIP OFF、LN、0"" FAT、SEL、生",71.68,135,23.3,4.66,1.04,0,0,0
23372,"ビーフ、ロース、テンダーロイン ステーキ、BNLESS、LN、0"" FAT、すべての GRDS、生",72.44,139,21.94,5.74,1.11,0,0,0
23373,"ビーフ、ロース、テンダーロイン ステーキ、BNLESS、LN、0"" FAT、チョイック、生",72.04,143,21.78,6.16,1.11,0,0,0
23374,"ビーフ、ロース、テンダーロイン ステーキ、BNLESS、LN、0"" FAT、SEL、生",73.04,135,22.16,5.1,1.1,0,0,0
23375,"ビーフ、ロース、テンダーロイン RST、BNLESS、LN、0"" FAT、ALL GRDS、CKD、RSTD",64.79,177,27.51,7.49,1.25,0,0,0
23376,"ビーフ、ロース、テンダーロイン RST、BNLESS、LN、0"" FAT、CHOIC、CKD、RSTD",64.17,183,27.48,8.13,1.25,0,0,0
23377,"牛肉、ロース、テンダーロイン RST、LN、BNLESS、0"" FAT、SEL、CKD、RSTD",65.71,169,27.55,6.54,1.24,0,0,0
23378,"ビーフ、RND、トップ RND RST、BNLESS、LN、0"" FAT、すべての GRDS、CKD、RSTD",64.96,162,30.09,3.77,1.29,0,0,0
23379,"ビーフ、RND、トップ RND RST、BNLESS、LN、0"" FAT、CHOIC、CKD、RSTD",64.37,158,30.24,4.11,1.22,0.06,0,0
23380,"ビーフ、RND、トップ RND RST、BNLESS、LN、0"" FAT、SEL、CKD、RSTD",65.87,150,29.81,3.37,1.26,0,0,0
23381,"ビーフ、RND、RNDステーキの目、BNLESS、LN、0"" FT、A GRDS、CKD、グリル",65.35,155,29.85,3.9,1.27,0,0,0
23382,"ビーフ、RND、RNDステーキの目、BNLESS、LN、0"" FAT、CHOIC、CKD、グリル",64.83,158,29.94,4.26,1.21,0,0,0
23383,"ビーフ,RND,RNDステーキの目,BNLESS,LN,0"" FAT,SEL,CKD,グリル",66.2,149,29.52,3.43,1.19,0,0,0
23384,"牛肉、ロース、上ロースステーキ、BNLESS、LIP-ON、LN、1/8"" FAT、SEL、生",71.68,135,23.3,4.66,1.04,0,0,0
23385,"牛肉、ロース、上ロースステーキ、ブレス、リップオン、LN、1/8"" FAT、チョイック、生",69.94,149,22.93,6.34,1.01,0,0,0
23386,ビーフ、イン、トップ イン ステーキ、ブネレス リップオン、脂肪 1/8 インチ、全グレード生,70.63,143,23.07,5.67,1.02,0,0,0
23387,"ビーフ、LN、TP LN ステーキ、BNLESS、LIP-ON、LN & FAT、1/8"" FAT、SEL、RAW",66.35,191,21.54,11.65,0.97,0,0,0
23388,"ビーフ、LN、TP LN STK、BNLESS、LIPON、LN & FAT、1/8"" FAT、ALL GRDS、RW",65.33,199,21.29,12.68,0.95,0,0,0
23389,"ビーフ、LN、TP LN STK、BNLESS、LIPON、L & F、1/8"" FAT、チョイック、グリル",54.87,275,25.69,19.19,1.04,0,0,0
23390,"牛肉、LN、TP LN STK、BNLESS、LIPON、L & F、1/8"" FAT、SeL、CK GRLED",57.68,247,26.92,15.44,1.08,0,0,0
23391,ビーフ、LN、TP LN STK、BNLESS、LIPON、L & F、1/8 FAT、A GRDS、グリル,55.99,264,26.18,17.69,1.06,0,0,0
23392,"牛肉、LON、TP LON STK、BNLSS、LIP-ON、LN、1/8"" FAT、CHC、CKD、GRILLD",60.58,208,28.66,10.34,1.13,0,0,0
23393,"BEEF,LN,TOP LN STK,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILLD",62.99,184,29.67,7.26,1.17,0,0,0
23394,"BEEF,LN,TOP LN STK,BNLSS,LIP-ON,LN,1/8"" FAT,ALL GRDS,,GRLLD",61.54,198,29.06,9.11,1.15,0,0,0
23395,"ビーフ、ロース、TP LN STK、BNLESS、LIP-ON、L&F、1/8"" FAT、チョイック、生",64.65,205,21.13,13.36,0.94,0,0,0
23397,BEEF、NZ、IMP、BOLAR BLADE、LN、CKD、FAST RSTD,60.46,193,33.53,6.57,1.15,0,0,0
23398,ビーフ、ニュージーランド、インプ、ボラーブレード、LN、生,73.11,129,22.09,4.49,0.98,0,0,0
23399,ビーフ、ニュージーランド、インプ、ブリスケットネーブルエンド、LN、CKD、BRSD,54.88,265,29.35,16.37,0.93,0,0,0
23401,ビーフ、NZ、インプ、ブリスケットネーブルエンド、LN、生,67.95,194,19.74,12.75,0.84,0,0,0
23402,BEEF、NZ、IMP、BRISKET ポイントエンド、LN、CKD、BRSD,58.64,202,34.51,7.05,0.83,0,0,0
23403,ビーフ、ニュージーランド、インプ、ブリスケット ポイント エンド、LN、生,73.75,125,20.92,4.62,0.96,0,0,0
23404,ビーフ、NZ、IMP、チャックアイロール、LN、生,73.5,131,20.46,5.41,0.95,0,0,0
23405,ビーフ、ニュージーランド、インプ、チャックアイロール、LN、CKD、BRSD,59.68,208,32.08,8.89,0.78,0,0,0
23406,ビーフ、NZ、IMP、キューブロール、LN、CKD、ファースト RSTD,56.8,239,30.09,13.22,1.07,0,0,0
23407,ビーフ、NZ、IMP、キューブロール、LN、生,69.43,161,19.77,8.51,0.91,1.38,0,0
23408,BEEF、NZ、IMP、EYE RND、LN、CKD、SLOW RSTD,65.38,164,29.68,4.98,1.15,0,0,0
23409,ビーフ、NZ、IMP、EYE RND、LN、生,74.14,116,20.15,3.35,1.02,1.35,0,0
23410,ビーフ、ニュージーランド、インプ、フランク、LN、CKD、BRSD,61.51,194,30.75,7.92,0.67,0,0,0
23411,ビーフ、NZ、IMP、フランク、LN、生,73.62,142,20.53,6.67,0.96,0,0,0
23412,ビーフ、ニュージーランド、インプ、フラット、LN、CKD、BRSD,56.39,226,33.22,10.3,1.06,0,0,0
23413,ビーフ、NZ、IMP、フラット、LN、生,70.81,154,21.3,7.69,0.92,0,0,0
23414,ビーフ、ニュージーランド、IMP、VAR 肉と副産物、心臓、CKD、BLD,62.27,179,31.29,6,1.04,0,0,0
23415,ビーフ、NZ、IMP、VAR 肉と副産物、心臓、生,78.07,105,18.52,3.4,1.02,0,0,0
23416,ビーフ、ニュージーランド、インプ、ハインドシン、LN、CKD、BRSD,64.4,167,31.23,4.64,1.62,0,0,0
23417,ビーフ、NZ、インプ、ハインドシン、LN、生,74.57,114,21.46,3.12,0.99,0,0,0
23418,"ビーフ,NZ,IMP,インサイド,生",72.35,128,22.16,4.36,1.03,0.1,0,0
23419,ビーフ、NZ、IMP、筋肉間脂肪、CKD,31.16,560,7.9,57.22,0.33,3.39,0,0
23420,ビーフ、NZ、IMP、筋肉間脂肪、生,29.04,602,6.97,63.78,0.2,0.01,0,0
23421,ビーフ、ニュージーランド、IMP、VAR 肉および副産物、腎臓、CKD、BLD,66.44,157,27.28,5.27,1.55,0,0,0
23422,ビーフ、NZ、IMP、ナックル、CKD、フライドポテト,64.7,178,27.51,7.58,1.25,0,0,0
23423,ビーフ、NZ、IMP、VAR 肉と副産物、腎臓、生,80.52,87,15.68,2.64,1.15,0,0,0
23424,ビーフ、NZ、IMP、VAR 肉および副産物 レバー、CKD、BLD,66.44,150,23.3,4.68,1.8,3.78,0,0
23425,ビーフ、ニュージーランド、インプ、VAR 肉と副産物、レバー、生,70.39,133,20.5,4.05,1.46,3.6,0,0
23426,ビーフ、ニュージーランド、IMP、製造 BF、CKD、BLD,73.1,126,24.21,3.26,0.63,0,0,0
23427,ビーフ、ニュージーランド、IMP、製造 BF、生,73.84,119,21.23,3.68,1.02,0.23,0,0
23428,ビーフ、ニュージーランド、インプ、オイスターブレード、LN、CKD、BRSD,62.38,196,29.87,8.46,0.63,0,0,0
23429,ビーフ、NZ、IMP、オイスターブレード、LN、生,71.68,155,21.83,7.56,0.9,0,0,0
23430,ビーフ、ニュージーランド、IMP、リブ準備、CKD、ファースト RSTD,61.82,197,27.23,9.74,1.12,0.09,0,0
23431,ビーフ、NZ、IMP、リブ準備、生,71.32,146,21.31,6.78,0.94,0,0,0
23432,ビーフ、NZ、IMP、ランプセンター、LN、CKD、ファーストフライド,61.77,188,30.17,7.48,1.38,0,0,0
23433,ビーフ、NZ、IMP、ストリップロイン、LN、CKD、フライドポテト,59.61,217,28.53,11.4,1.09,0,0,0
23434,ビーフ、NZ、IMP、ストリップロイン、LN、生,70.41,150,20.93,7,0.91,0.74,0,0
23435,ビーフ、NZ、IMP、皮下脂肪、CKD,15.41,731,6.5,78.3,0.28,0,0,0
23436,ビーフ、NZ、IMP、皮下脂肪、生,19.91,685,8.5,72.38,0.1,0,0,0
23437,ビーフ、NZ、IMP、スイートブレッド、CKD、BLD,56.26,318,12.53,29.79,1.91,0,0,0
23438,ビーフ、NZ、IMP、スイートブレッド、生,57.67,303,11.51,28.6,2.36,0,0,0
23439,ビーフ、NZ、IMP、テンダーロイン、LN、CKD、フライドポテト,59.69,200,29.37,9.01,1.66,0.27,0,0
23440,ビーフ、NZ、IMP、オイスターブレード、LN & FAT、生,69.48,178,21.27,10.31,0.87,0,0,0
23441,ビーフ、NZ、IMP、テンダーロイン、LN、生,71.79,140,21.19,6.1,1.05,0,0,0
23442,ビーフ、NZ、IMP、VAR 肉と副産物、タン、CKD、BLD,56.95,271,18.31,20.34,0.72,3.68,0,0
23443,ビーフ、NZ、IMP、VAR 肉と副産物、タン、生,65.24,243,17.77,19.09,0.8,0,0,0
23444,ビーフ、NZ、IMP、VAR MEATS & 副産物、TRIPE CKD、BLD,77.71,103,19,2.98,0.89,0,0,0
23445,ビーフ、NZ、IMP、VAR MEATS & 副産物、TRIPE UNCKD、RAW,82.19,77,14.86,1.98,1.1,0,0,0
23446,ビーフ、ニュージーランド、インプ、ボラーブレード、LN & FAT、CKD、ファースト RSTD,57.82,228,31.3,11.37,1.07,0,0,0
23447,ビーフ、NZ、IMP、ボラーブレード、LN & FAT、生,70.23,159,21.29,8.22,0.93,0,0,0
23448,ビーフ、NZ、インプ、ブリスケットネーブルエンド、LN & FAT、CKD、BRSD,38.97,453,20.14,41.33,0.66,0,0,0
23449,ビーフ、NZ、IMP、ブリスケットネーブルエンド、LN & FAT、生,53.33,345,15.81,31.27,0.61,0,0,0
23450,BEEF、NZ、IMP、BRISKET POINT END、LN & FAT、CKD、BRSD,54.66,250,31.94,13.6,0.78,0,0,0
23451,ビーフ、NZ、インプ、ブリスケット ポイント エンド、LN & FAT、生,70.11,163,20.05,9.23,0.9,0,0,0
23452,ビーフ、NZ、IMP、チャックアイロール、LN & FAT、CKD、BRSD,55.95,252,29.92,14.74,0.74,0,0,0
23453,ビーフ、NZ、IMP、チャックアイロール、LN & FAT、生,68.67,181,19.38,11.45,0.87,0,0,0
23454,牛肉、NZ、IMP、キューブロール、LN & FAT、CKD、FAST RSTD,52.86,286,27.79,19.45,1,0.03,0,0
23455,ビーフ、NZ、IMP、キューブロール、LN & FAT、生,63.38,225,18.22,16.31,0.83,1.31,0,0
23456,ビーフ、NZ、IMP、EYE RND、LN & FAT、CKD、SLOW RSTD,64.99,168,29.49,5.57,1.14,0,0,0
23457,ビーフ、NZ、IMP、EYE RND、LN & FAT、生,72.9,129,19.88,4.92,1,1.32,0,0
23458,ビーフ、NZ、IMP、フランク、LN & FAT、CKD、BRSD,60.32,208,30.13,9.73,0.66,0,0,0
23459,ビーフ、NZ、IMP、フランク、LN & FAT、生,71.79,161,20.12,8.9,0.93,0,0,0
23460,ビーフ、ニュージーランド、インプ、フラット、LN & FAT、CKD、BRSD,54.29,252,31.86,13.79,1.02,0,0,0
23461,ビーフ、ニュージーランド、IMP、フラット、LN & FAT、生,68.68,177,20.57,10.55,0.89,0,0,0
23462,ビーフ、ニュージーランド、インプ、ハインドシン、LN & FAT、CKD、BRSD,61.87,196,29.82,8.5,1.54,0.07,0,0
23463,ビーフ、NZ、IMP、後脛骨、LN & FAT、生,71.41,147,20.61,7.2,0.94,0,0,0
23464,ビーフ、NZ、IMP、オイスターブレード、LN & FAT、CKD、BRSD,62.23,197,29.79,8.68,0.63,0,0,0
23465,ビーフ、NZ、IMP、ランプセンター、LN & FAT、CKD、フライドポテト,61.45,192,30.01,7.96,1.37,0,0,0
23466,ビーフ、NZ、IMP、ランプセンター、LN、生,72.22,141,21.74,6.05,0.97,0,0,0
23467,ビーフ、NZ、IMP、ランプセンター、LN & FAT、生,71.87,145,21.65,6.5,0.97,0,0,0
23468,ビーフ、NZ、IMP、ストリップロイン、LN & FAT、CKD、フライドポテト,52.4,301,24.89,22.33,0.95,0.02,0,0
23469,ビーフ、NZ、IMP、ストリップロイン、LN & FAT、生,60.78,252,18.49,19.53,0.76,0.6,0,0
23470,ビーフ、NZ、IMP、テンダーロイン、LN & FAT、CKD、フライドポテト,59.47,202,29.26,9.35,1.66,0.27,0,0
23471,ビーフ、NZ、IMP、テンダーロイン、LN & FAT、生,71.18,146,21.04,6.88,1.04,0,0,0
23472,牛肉、ひき肉、93% LN 肉 / 7% 脂肪,71.72,152,20.85,7,1.02,0,0,0
23473,牛ひき肉、93% LN 肉 / 7% 脂肪、パティ、CKD、BRLD,63.81,193,26.22,8.94,1.05,0,0,0
23474,牛肉、ひき肉、93% LN 肉 /7% 脂肪、パティ、CKD、パン焼き,65.29,182,25.56,8.01,1.08,0.06,0,0
23475,牛ひき肉、93% LN 肉 / 7% 脂肪、ローフ、CKD、BKD,63.26,192,27.03,8.43,0.94,0,0,0
23476,牛肉、ひき肉、93% LN 肉 / 7% 脂肪、クランブル、CKD、パン焼き,60.82,209,28.88,9.51,1.32,0,0,0
23477,牛ひき肉、97% LN 肉 / 3% 脂肪、生,74.75,121,21.98,3,1.07,0,0,0
23478,ビーフ、ひき肉、97% LN ミート / 3% FAT、パティ、CKD、BRLD,67.96,153,26.36,4.46,1.06,0,0,0
23479,牛肉、ひき肉、97% LN 肉 /3% 脂肪、パティ、CKD、パン焼き,68.68,144,26.03,3.65,1.09,0,0,0
23480,牛肉、ひき肉、97% LN 肉 / 3% 脂肪、ローフ、CKD、BKD,66.43,154,27.58,4.06,0.95,0,0,0
23481,牛肉、ひき肉、97% LN 肉 / 3% 脂肪、クランブル、CKD、パン焼き,64.55,175,29.46,5.46,1.36,0,0,0
23482,"牛肉、RTL カットのコンプ、LN & FAT、0"" FAT、すべての GRDS、生",69.03,169,20.95,9.3,1,0.05,0,0
23483,牛肉、RTL カットのコンプ、LN、1/8 インチの脂肪、すべての GRDS、生,71.78,140,22.15,5.38,1.06,0,0,0
23484,"ビーフ、RTL カットのコンプ、LN、1/8"" FAT、オール GRDS、CKD",62.48,194,28.95,8.15,1.1,0,0,0
23485,"牛肉、RTL カットのコンプ、LN、0"" FAT、すべての GRDS、生",71.58,139,22.15,5.54,1.05,0.08,0,0
23490,"牛肉、RTL カットのコンプ、LN、1/8"" FAT、チョイック、生",71.22,147,22.01,6.05,1.04,0,0,0
23491,"ビーフコンプ、LN、1/8"" FAT、CHOIC、CKD",61.51,203,28.73,9.16,1.08,0,0,0
23494,"牛肉、RTL カットのコンプ、LN & FAT、0"" FAT、チョイック、生",68,176,21.34,10.08,1.01,0.06,0,0
23495,"牛肉、RTL カットのコンプ、LN、0"" FAT、チョイック、生",70.24,151,21.55,7.24,1.01,0,0,0
23496,"牛肉、RTL カットのコンプ、LN、0"" FAT、SEL、RAW",72.3,133,22.03,4.99,1.05,0.05,0,0
23497,"牛肉、RTL カットのコンプ、LN & FAT、0"" FAT、SEL、RAW",70.16,157,21.2,8,1.02,0.04,0,0
23498,"牛肉、RTL カットのコンプ、LN、1/8"" FAT、SEL、CKD",60,167,27.51,6.37,1.07,0,0,0
23499,"牛肉、RTL カットのコンプ、LN、1/8"" FAT、SEL、生",72.47,130,22.37,4.55,1.07,0,0,0
23501,USDA コモディティ、BF パティ W/VPP、FRZ、CKD,58.54,247,15.64,16.94,0.99,7.89,1.4,
23502,USDAコモディティ、BF、グラウンドバルク/粗挽き、FRZ、CKD,56.49,259,26.06,16.34,0.95,0,0,
23503,USDA コモディティ、BF、パティ (100%)、FRZ、CKD,58.77,249,22.98,16.37,0.97,0.91,0,
23506,USDA コモディティ、BF パティ W/VPP、FRZ、RAW,63.35,225,15.21,16.48,1.12,3.84,1.3,
23507,USDAコモディティ、BF、パティ（100％）、FRZ、RAW,64.72,204,14.63,15.69,0.68,0,0,
